condition,drugName,avg_rating,review_count
"Crohn's Disease, Acute",Remicade,7.62,8
Acne,Doryx,7.62,45
ibromyalgia,Cyclobenzaprine,7.62,29
Obesity,Topiramate,7.62,100
Sedation,Promethazine,7.62,21
Postherpetic Neuralgia,Gabapentin,7.62,21
High Cholesterol,Vytorin,7.62,13
Depression,Escitalopram,7.61,380
Edema,Furosemide,7.61,31
Social Anxiety Disorde,Paxil,7.61,41
Bipolar Disorde,Tegretol,7.61,28
Chronic Idiopathic Constipation,Plecanatide,7.61,33
"Gout, Acute",Colchicine,7.61,33
Insomnia,Zolpimist,7.6,5
Cold Symptoms,Coricidin HBP Cold & Flu,7.6,5
Strep Throat,Augmentin,7.6,15
Prevention of Thromboembolism in Atrial Fibrillation,Dabigatran,7.6,50
Chronic Fatigue Syndrome,Modafinil,7.6,20
Back Pain,Aspirin,7.6,5
Insomnia,Olanzapine,7.6,20
Psoriasis,Humira,7.6,60
Prostate Cance,Bicalutamide,7.6,5
Upper Respiratory Tract Infection,Erythromycin,7.6,5
Allergic Reactions,Prednisone,7.6,20
Rheumatoid Arthritis,Aleve,7.6,5
Rhinitis,Fluticasone,7.6,40
Polycythemia Vera,Jakafi,7.6,5
Peripheral Neuropathy,Pregabalin,7.6,15
Prevention of Bladder infection,Macrodantin,7.6,5
Ischemic Stroke,Plavix,7.6,5
HIV Infection,Tivicay,7.6,5
High Blood Pressure,Olmesartan,7.6,72
Migraine,Zomig,7.6,42
Atrial Fibrillation,Diltiazem,7.59,22
Shift Work Sleep Disorde,Nuvigil,7.59,17
Psoriasis,Fluocinonide,7.58,12
Seborrheic Dermatitis,Ketoconazole,7.58,12
Sciatica,Diclofenac,7.58,12
Migraine,Acetaminophen / aspirin / caffeine,7.58,79
Anxiety,Atenolol,7.58,19
Pain,Endocet,7.58,26
Restless Legs Syndrome,Pramipexole,7.58,85
Pain,Duloxetine,7.57,47
Pain,Toradol IV / IM,7.57,7
Postmenopausal Symptoms,Angeliq,7.57,14
High Cholesterol,Welchol,7.57,7
Nasal Congestion,Nostrilla,7.57,7
Psoriasis,Soriatane,7.57,7
Dyspareunia,Ospemifene,7.57,7
Ankylosing Spondylitis,Adalimumab,7.57,28
Depression,Citalopram,7.57,388
Depression,Effexor XR,7.56,133
Multiple Sclerosis,Fingolimod,7.56,48
Pain,Nucynta ER,7.56,32
Nasal Congestion,Xylometazoline,7.56,16
Pain,Buprenorphine,7.56,73
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,7.56,625
Nausea/Vomiting,Benadryl,7.56,9
Swine Flu,Oseltamivir,7.56,9
Obesity,Benzphetamine,7.56,9
Xerostomia,Saliva substitutes,7.56,9
Endometriosis,Microgestin Fe 1 / 20,7.56,9
Interstitial Cystitis,Elmiron,7.55,47
Acne,Duac,7.55,120
Otitis Media,Clarithromycin,7.55,11
Psoriasis,Acitretin,7.55,11
"Asthma, Maintenance",Symbicort,7.55,55
Acute Coronary Syndrome,Prasugrel,7.55,11
Migraine Prevention,Clonazepam,7.55,11
Pain,Nalbuphine,7.55,22
Migraine Prevention,Zonegran,7.55,11
Anxiety and Stress,Celexa,7.54,238
Acute Coronary Syndrome,Effient,7.54,13
ADHD,Evekeo,7.54,13
Benign Prostatic Hyperplasia,Doxazosin,7.54,13
Skin or Soft Tissue Infection,Keflex,7.54,13
Overactive Bladde,Oxytrol,7.54,28
Anxiety,Effexor XR,7.54,99
ibromyalgia,Naltrexone,7.53,15
Nasal Congestion,Claritin-D,7.53,17
Urinary Tract Infection,Amoxicillin,7.53,17
Postpartum Depression,Citalopram,7.53,17
Nightmares,Prazosin,7.53,17
Obsessive Compulsive Disorde,Citalopram,7.53,17
Pain,Ketorolac,7.53,140
Post Traumatic Stress Disorde,Prazosin,7.53,36
Rosacea,Ivermectin,7.53,59
ADHD,Ritalin,7.52,61
Shift Work Sleep Disorde,Armodafinil,7.52,21
Anxiety,Clonidine,7.52,21
Acne,Adapalene / benzoyl peroxide,7.52,397
Angina,Ranexa,7.52,25
Rheumatoid Arthritis,Methotrexate,7.52,50
Pain,Toradol,7.52,106
"Hypogonadism, Male",Axiron,7.51,68
Rosacea,Soolantra,7.51,51
ibromyalgia,Mobic,7.5,6
HIV Infection,Dolutegravir,7.5,8
Prostate Cance,Sipuleucel-T,7.5,4
1</span> users found this comment helpful.,Seasonique,7.5,4
Post Traumatic Stress Disorde,Seroquel,7.5,4
Impetig,Altabax,7.5,4
Anxiety,Doxepin,7.5,10
Hot Flashes,Venlafaxine,7.5,50
"High Cholesterol, Familial Heterozygous",Zetia,7.5,4
Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan / phenylephrine,7.5,4
Hepatitis B,Viread,7.5,6
Periodic Limb Movement Disorde,Pramipexole,7.5,4
Allergic Rhinitis,Patanase,7.5,8
Postmenopausal Symptoms,Paroxetine,7.5,4
Ankylosing Spondylitis,Voltaren,7.5,6
Pain,Ryzolt,7.5,4
Light Sedation,Demerol,7.5,4
Anxiety,Librium,7.5,8
Temporomandibular Joint Disorde,Cyclobenzaprine,7.5,6
Migraine Prevention,Baclofen,7.5,8
Upper Respiratory Tract Infection,Amoxicillin,7.5,6
Ankylosing Spondylitis,Cimzia,7.5,4
Menstrual Disorders,Gildess Fe 1 / 20,7.5,4
Lyme Disease,Cefuroxime,7.5,4
Trichomoniasis,Flagyl,7.5,8
Crohn's Disease,Asacol,7.5,4
"Melanoma, Metastatic",Pembrolizumab,7.5,4
Trigeminal Neuralgia,Topiramate,7.5,8
Eczema,Pimecrolimus,7.5,14
Restless Legs Syndrome,Klonopin,7.5,8
Burning Mouth Syndrome,Amitriptyline,7.5,4
Pediatric Growth Hormone Deficiency,Somatropin,7.5,4
Dietary Supplementation,Chondroitin / glucosamine,7.5,4
Pulmonary Embolism,Apixaban,7.5,6
Systemic Lupus Erythematosus,Plaquenil,7.5,12
Pain,Celecoxib,7.5,42
Bowel Preparation,OsmoPrep,7.5,4
Asthma,Fluticasone / vilanterol,7.5,24
ibromyalgia,Amrix,7.5,6
Sciatica,Aleve,7.5,4
"Hypothyroidism, After Thyroid Removal",Synthroid,7.5,32
Muscle Spasm,Zanaflex,7.49,59
Depression,Deplin,7.49,49
Hepatitis C,Sovaldi,7.48,31
"Insomnia, Stimulant-Associated",Clonidine,7.48,25
Atrial Fibrillation,Flecainide,7.48,46
Inflammatory Conditions,Methylprednisolone,7.48,82
Premenstrual Dysphoric Disorde,Drospirenone / ethinyl estradiol,7.48,61
Postoperative Pain,Ketorolac,7.47,19
Obsessive Compulsive Disorde,Paroxetine,7.47,17
High Blood Pressure,Aliskiren,7.47,17
Birth Control,Ortho Evra,7.47,219
Postmenopausal Symptoms,Estradiol,7.47,96
Bowel Preparation,Suprep Bowel Prep Kit,7.46,597
Birth Control,Kyleena,7.46,151
Post Traumatic Stress Disorde,Zoloft,7.46,41
Hirsutism,Spironolactone,7.46,13
Borderline Personality Disorde,Seroquel,7.46,13
Renal Cell Carcinoma,Sutent,7.46,13
Psoriasis,Betamethasone / calcipotriene,7.46,26
Post Traumatic Stress Disorde,Quetiapine,7.46,26
Chronic Fatigue Syndrome,Armodafinil,7.46,26
Depression,Lexapro,7.46,306
Obesity,Topamax,7.46,24
Anxiety and Stress,Sertraline,7.46,212
Social Anxiety Disorde,Sertraline,7.46,153
Anxiety and Stress,Amitriptyline,7.45,66
Borderline Personality Disorde,Olanzapine,7.45,11
"Diabetes, Type 1","Insulin inhalation, rapid acting",7.45,22
"Hypogonadism, Male",Testosterone,7.45,264
Psychosis,Haloperidol,7.45,29
Irritable Bowel Syndrome,Bentyl,7.45,47
Hot Flashes,Paroxetine,7.45,56
Menstrual Disorders,Lysteda,7.44,9
Supraventricular Tachycardia,Toprol-XL,7.44,9
ADHD,Dexmethylphenidate,7.44,97
"Onychomycosis, Toenail",Lamisil,7.44,52
Acne,Doxycycline,7.44,361
Depression,Rexulti,7.44,16
Bipolar Disorde,Sertraline,7.43,30
Neuralgia,Lyrica,7.43,30
Anxiety,Paroxetine,7.43,165
Ulcerative Colitis,Imuran,7.43,7
"Diabetes, Type 2",Glucotrol,7.43,7
Urinary Tract Infection,Macrodantin,7.43,7
Diverticulitis,Cipro,7.43,7
Acne,Acanya,7.42,45
Ulcerative Colitis,Remicade,7.42,24
Labor Pain,Butorphanol,7.42,12
Eczema,Dupixent,7.42,12
Acne,Adapalene,7.41,176
Borderline Personality Disorde,Quetiapine,7.41,46
Bipolar Disorde,Perphenazine,7.4,5
Allergic Rhinitis,Ciclesonide,7.4,5
"Hypogonadism, Male",AndroGel,7.4,55
High Blood Pressure,Catapres-TTS,7.4,5
Extrapyramidal Reaction,Trihexyphenidyl,7.4,5
Psychosis,Fanapt,7.4,5
"Asthma, Maintenance",Ciclesonide,7.4,5
Rheumatoid Arthritis,Simponi,7.4,20
Bipolar Disorde,Levetiracetam,7.4,5
Urinary Incontinence,Detrol LA,7.4,5
"Glaucoma, Open Angle",Dorzolamide,7.4,5
Atrial Fibrillation,Tambocor,7.4,5
Pain,Piroxicam,7.4,5
Bipolar Disorde,Lithobid,7.4,10
Herpes Simplex,Zovirax,7.4,5
Dandruff,Ketoconazole,7.4,5
Bacterial Infection,Vancomycin,7.4,5
Endometriosis,Ethinyl estradiol / norgestrel,7.4,5
Dermatitis,Desonide,7.4,5
"Hypothyroidism, After Thyroid Removal",Levoxyl,7.4,5
0</span> users found this comment helpful.,Implanon,7.4,5
Peripheral Neuropathy,Capsaicin,7.4,5
ibromyalgia,Tramadol,7.4,91
Anxiety,Desvenlafaxine,7.39,97
Basal Cell Carcinoma,Imiquimod,7.39,31
Anxiety,Paxil,7.39,132
Bacterial Vaginitis,Tinidazole,7.38,34
Acne,Clindamycin / tretinoin,7.38,74
ADHD,Armodafinil,7.38,8
moterol),Budesonide / formoterol,7.38,72
Psoriatic Arthritis,Humira,7.38,40
min),Linagliptin / metformin,7.38,8
Bipolar Disorde,Asenapine,7.37,135
Cervical Dystonia,Botox,7.37,19
Benign Prostatic Hyperplasia,Avodart,7.37,19
GERD,Omeprazole / sodium bicarbonate,7.36,11
Reflex Sympathetic Dystrophy Syndrome,Pregabalin,7.36,11
High Blood Pressure,Benicar,7.36,55
Postmenopausal Symptoms,Estradiol / norethindrone,7.36,11
Motion Sickness,Scopolamine,7.36,58
Depression,Celexa,7.36,221
Depression,Bupropion,7.36,549
High Blood Pressure,Tribenzor,7.36,14
Schizoaffective Disorde,Seroquel,7.36,14
Back Pain,Diclofenac,7.36,45
Helicobacter Pylori Infection,Amoxicillin / clarithromycin / lansoprazole,7.35,48
Obesity,Bontril Slow Release,7.35,17
Pain,Flector Patch,7.35,37
ibromyalgia,Meloxicam,7.35,20
Atopic Dermatitis,Protopic,7.35,20
Panic Disorde,Venlafaxine,7.35,23
Pain,Acetaminophen / propoxyphene,7.35,52
"Constipation, Chronic",Linaclotide,7.35,191
ADHD,Methylphenidate,7.34,388
Depression,Wellbutrin,7.33,230
Ovulation Induction,Clomid,7.33,9
Chronic Pain,Talwin Nx,7.33,3
Parkinson's Disease,Requip XL,7.33,3
2</span> users found this comment helpful.,Mirena,7.33,3
Prostatitis,Doxycycline,7.33,3
Immunosuppression,Methylprednisolone,7.33,3
Epilepsy,Divalproex sodium,7.33,42
8</span> users found this comment helpful.,Mirena,7.33,3
Premature Lab,Makena,7.33,33
Acne,Sulfacetamide sodium / sulfur,7.33,18
Edema,Bumetanide,7.33,3
Mania,Divalproex sodium,7.33,15
Overactive Bladde,Detrol,7.33,12
Primary Ovarian Failure,Conjugated estrogens,7.33,3
Panic Disorde,Maprotiline,7.33,3
Pain/Feve,Goody's Extra-Strength Headache Powders,7.33,3
Pancreatic Cance,Gemcitabine,7.33,3
Pancreatic Cance,Gemzar,7.33,3
Trigeminal Neuralgia,Baclofen,7.33,6
Ventricular Tachycardia,Propranolol,7.33,3
Hypoparathyroidism,Calcitriol,7.33,3
Hemorrhoids,Hydrocortisone,7.33,6
Seizures,Diazepam,7.33,3
Depression,Desyrel,7.33,3
Women (oxybutynin),Oxybutynin,7.33,3
Headache,Epidrin,7.33,3
Bacterial Vaginitis,Clindesse,7.33,6
Pain,Exalgo,7.33,6
Ovulation Induction,Clomiphene,7.33,6
Benign Essential Trem,Metoprolol,7.33,3
Diabetic Peripheral Neuropathy,Topiramate,7.33,6
Allergic Rhinitis,Rhinocort Aqua,7.33,3
Postpartum Depression,Celexa,7.33,12
Acne,BenzEFoam,7.33,3
Oligospermia,Clomiphene,7.33,3
"Asthma, Maintenance",Singulair,7.33,24
Depression,Budeprion XL,7.33,12
Juvenile Idiopathic Arthritis,Actemra,7.33,3
High Blood Pressure,Doxazosin,7.33,9
Borderline Personality Disorde,Clozapine,7.33,3
"High Cholesterol, Familial Heterozygous",Atorvastatin,7.33,3
Osteoarthritis,Meloxicam,7.33,87
Urinary Incontinence,Trospium,7.33,6
"Diabetes, Type 2",Insulin aspart,7.33,6
Acne,Epiduo,7.33,394
emale Infertility,Clomiphene,7.32,31
Multiple Sclerosis,Dimethyl fumarate,7.32,25
Insomnia,Zolpidem,7.31,477
Depression,Seroquel XR,7.31,35
GERD,Prilosec,7.31,16
Vertig,Meclizine,7.31,74
Chlamydia Infection,Doxycycline,7.31,26
Pain,Etodolac,7.31,26
Acne,Ziana,7.3,46
Plaque Psoriasis,Taltz,7.3,23
"Constipation, Chronic",Linzess,7.3,184
"Asthma, Maintenance",Budesonide,7.3,10
Migraine Prevention,Nadolol,7.3,10
Kidney Infections,Levaquin,7.3,10
Cluster Headaches,Tizanidine,7.3,10
Mania,Depakote,7.3,10
Ankylosing Spondylitis,Diclofenac,7.3,10
Bipolar Disorde,Depakote ER,7.3,20
High Blood Pressure,Tekturna,7.3,20
Insomnia,Ambien,7.3,286
Acne,Aczone,7.29,129
High Blood Pressure,Hydrochlorothiazide / olmesartan,7.29,17
Anxiety and Stress,Venlafaxine,7.29,68
Pain,Butrans,7.29,48
Seizures,Aptiom,7.29,7
Motion Sickness,Promethazine,7.29,7
"Nausea/Vomiting, Chemotherapy Induced",Zofran,7.29,7
Back Pain,Ibuprofen,7.29,7
Acne,Tazorac,7.29,7
Hepatitis C,Dasabuvir / ombitasvir / paritaprevir / ritonavir,7.29,7
Ventricular Tachycardia,Amiodarone,7.29,7
"Asthma, Maintenance",Asmanex Twisthaler,7.29,7
Vulvodynia,Amitriptyline,7.29,7
Rhinitis,Flonase,7.29,28
Eczema,Prednisone,7.29,7
Weight Loss,Ionamin,7.29,7
Obesity,Chorionic gonadotropin (hcg),7.29,7
Depression,Zoloft,7.28,281
Keratosis,Zyclara,7.28,25
Migraine,Dihydroergotamine,7.28,18
Urinary Incontinence,VESIcare,7.28,18
Anxiety,Remeron,7.28,18
Insomnia,Sominex,7.28,18
Acne,Epiduo Forte,7.28,18
Schizoaffective Disorde,Ziprasidone,7.28,29
Acne,Differin,7.27,95
Birth Control,Ortho-Cept,7.27,11
Underactive Thyroid,Levoxyl,7.27,11
Constipation,Dulcolax Laxative,7.27,22
Rheumatoid Arthritis,Celecoxib,7.27,11
Generalized Anxiety Disorde,Seroquel,7.27,11
Ankylosing Spondylitis,Golimumab,7.27,11
Allergic Rhinitis,Beclomethasone,7.27,11
Major Depressive Disorde,Remeron,7.27,11
Insomnia,Mirtazapine,7.27,121
Asthma,Prednisone,7.27,30
Back Pain,Duloxetine,7.26,19
Irritable Bowel Syndrome,Linaclotide,7.26,108
Binge Eating Disorde,Lisdexamfetamine,7.26,35
Birth Control,Skyla,7.26,822
ibromyalgia,Ultram ER,7.25,4
"Ulcerative Colitis, Active",Pentasa,7.25,4
Epilepsy,Felbatol,7.25,4
Streptococcal Infection,Levofloxacin,7.25,8
Migraine Prevention,Klonopin,7.25,4
"Diabetes, Type 2",Tresiba,7.25,12
Ovarian Cysts,Mononessa,7.25,4
Bronchitis,Amoxicillin / clavulanate,7.25,24
Insomnia,Remeron,7.25,16
Nephrocalcinosis,Hydrochlorothiazide,7.25,4
"Glaucoma, Open Angle",Xalatan,7.25,4
Prostate Cance,Casodex,7.25,4
Cold Symptoms,Acetaminophen / chlorpheniramine,7.25,4
Motion Sickness,Phenergan,7.25,4
Crohn's Disease,Lialda,7.25,4
"Deep Vein Thrombosis, Prophylaxis",Xarelto,7.25,4
Prostate Cance,Zoladex,7.25,4
Hepatitis C,Incivek,7.25,4
Muscle Spasm,Lioresal,7.25,4
Cough,Tessalon,7.25,8
Prevention of Thromboembolism in Atrial Fibrillation,Pradaxa,7.25,48
Endometriosis,Mononessa,7.25,4
Bipolar Disorde,Invega,7.25,4
Edema,Lasix,7.25,16
Pain,Pamelor,7.25,4
Constipation,Glycerin,7.25,4
"Ulcerative Colitis, Active",Canasa,7.25,4
Inflammatory Bowel Disease,Mesalamine,7.25,4
Depression,Mirtazapine,7.25,205
ADHD,Concerta,7.25,190
Depression,Prozac,7.24,205
Depression,Desvenlafaxine,7.24,414
"Diabetes, Type 2",Insulin glargine,7.24,42
Multiple Sclerosis,Avonex,7.24,21
Allergic Rhinitis,Flonase,7.24,21
Urticaria,Cetirizine,7.24,38
Acne,Dapsone,7.24,127
Bipolar Disorde,Quetiapine,7.23,294
GERD,Zantac,7.23,13
Otitis Media,Ciprodex,7.23,13
Birth Control,Copper,7.23,607
Depression,Fluoxetine,7.23,302
Psoriatic Arthritis,Adalimumab,7.23,44
Sinusitis,Cefuroxime,7.23,22
"Ulcerative Colitis, Active",Mesalamine,7.23,62
Irritable Bowel Syndrome,Linzess,7.23,102
Premenstrual Dysphoric Disorde,Yaz,7.22,40
Urinary Tract Infection,Septra DS,7.22,9
Hepatitis C,Sofosbuvir,7.22,27
High Cholesterol,Colesevelam,7.22,9
Skin or Soft Tissue Infection,Doxycycline,7.21,14
Post Traumatic Stress Disorde,Paroxetine,7.21,14
"Constipation, Drug Induced",Methylnaltrexone,7.21,19
min / pioglitazone),Metformin / pioglitazone,7.2,5
Not Listed / Othe,Metoprolol,7.2,5
"Hypogonadism, Male",Fortesta,7.2,15
Irritable Bowel Syndrome,Methscopolamine,7.2,5
"Conjunctivitis, Bacterial",Dexamethasone / tobramycin,7.2,5
Cough,Promethazine DM,7.2,5
Not Listed / Othe,Escitalopram,7.2,5
Plaque Psoriasis,Ixekizumab,7.2,20
Angina,Ranolazine,7.2,35
"Breast Cancer, Metastatic",Letrozole,7.2,10
Tinea Pedis,Lamisil,7.2,5
Diabetic Peripheral Neuropathy,Tapentadol,7.2,5
Vulvodynia,Gabapentin,7.2,5
Seizures,Eslicarbazepine,7.2,5
Raynaud's Syndrome,Procardia,7.2,5
Pulmonary Hypertension,Treprostinil,7.2,5
Back Pain,Zipsor,7.2,10
Adrenocortical Insufficiency,Hydrocortisone,7.2,5
"Diabetes, Type 2",Exenatide,7.2,192
Constipation,Linzess,7.19,36
Pain,Acetaminophen / tramadol,7.19,26
Depression,Pristiq,7.19,418
Autism,Abilify,7.19,16
Benign Prostatic Hyperplasia,Terazosin,7.19,16
Anxiety,Cymbalta,7.19,124
Allergic Rhinitis,Allegra,7.19,27
Major Depressive Disorde,Lexapro,7.19,27
Hypersomnia,Caffeine,7.18,11
Seizures,Vimpat,7.18,56
Rheumatoid Arthritis,Abatacept,7.18,17
Depression,Trazodone,7.18,57
Rheumatoid Arthritis,Diclofenac,7.17,23
Sinusitis,Azithromycin,7.17,75
Weight Loss,Fastin,7.17,35
Depression,Sertraline,7.17,459
Insomnia,Zyprexa,7.17,12
Menorrhagia,Natazia,7.17,6
Osteoarthritis,Duloxetine,7.17,18
ibromyalgia,Xyrem,7.17,6
Multiple Sclerosis,Corticotropin,7.17,6
ibromyalgia,Desyrel,7.17,6
Head Lice,Sklice,7.17,24
Back Pain,Relafen,7.17,6
Psychosis,Perphenazine,7.17,6
Post Traumatic Stress Disorde,Sertraline,7.17,48
Underactive Thyroid,Liothyronine,7.17,18
Human Papilloma Virus,Imiquimod,7.16,85
Major Depressive Disorde,Wellbutrin,7.16,31
Osteoarthritis,Cymbalta,7.16,19
Polycystic Ovary Syndrome,Loestrin 24 Fe,7.15,20
Ulcerative Colitis,Infliximab,7.14,21
Parkinson's Disease,Amantadine,7.14,7
"Asthma, acute",Ventolin,7.14,7
Prevention of Dental Caries,Fluoride,7.14,7
Urinary Incontinence,Solifenacin,7.14,21
Period Pain,Ponstel,7.14,7
Birth Control,Trivora,7.14,7
Rheumatoid Arthritis,Golimumab,7.14,28
Erosive Esophagitis,Pantoprazole,7.14,7
Bipolar Disorde,Seroquel,7.14,198
Migraine Prevention,OnabotulinumtoxinA,7.14,58
Back Pain,Aleve,7.14,22
Seizures,Lacosamide,7.13,67
Myasthenia Gravis,Pyridostigmine,7.13,15
Major Depressive Disorde,Zoloft,7.13,47
Mania,Lithium,7.12,8
Ulcerative Colitis,Balsalazide,7.12,8
Myelodysplastic Syndrome,Vidaza,7.12,8
Urinary Incontinence,Tolterodine,7.12,8
Postmenopausal Symptoms,CombiPatch,7.12,8
High Blood Pressure,Edarbyclor,7.12,8
Schizoaffective Disorde,Aripiprazole,7.12,32
High Blood Pressure,Toprol-XL,7.12,24
Atopic Dermatitis,Tacrolimus,7.12,25
"Hypogonadism, Male",Androderm,7.12,17
GERD,Sucralfate,7.12,17
Schizophrenia,Quetiapine,7.12,26
Prevention of Bladder infection,Nitrofurantoin,7.11,36
High Blood Pressure,Micardis HCT,7.11,9
Allergic Rhinitis,Singulair,7.11,36
Psoriasis,Calcipotriene,7.11,9
Chronic Pancreatitis,Pancrelipase,7.11,9
Premenstrual Dysphoric Disorde,Prozac,7.11,9
Insomnia,Amitriptyline,7.11,109
"Diabetes, Type 2",Afrezza,7.11,19
Major Depressive Disorde,Prozac,7.11,19
"Diabetes, Type 2","Insulin inhalation, rapid acting",7.11,19
"Hypothyroidism, After Thyroid Removal",Levothyroxine,7.1,58
Bulimia,Topiramate,7.1,10
Hepatitis C,Peginterferon alfa-2a,7.1,10
Eye Redness/Itching,Naphazoline / pheniramine,7.1,10
"Crohn's Disease, Maintenance",Remicade,7.1,20
High Cholesterol,Ezetimibe / simvastatin,7.1,10
"Diabetes, Type 2",Empagliflozin,7.1,41
Seizures,Zonisamide,7.1,31
Anxiety,Mirtazapine,7.09,149
acial Wrinkles,Dermal filler,7.09,11
"Ulcerative Colitis, Maintenance",Asacol,7.09,11
Osteoarthritis,Esomeprazole / naproxen,7.09,11
ibromyalgia,Pristiq,7.09,11
Influenza,Tamiflu,7.09,174
Migraine,Migranal,7.08,13
ibromyalgia,Venlafaxine,7.08,26
Obesity,Bupropion / naltrexone,7.08,678
Allergic Rhinitis,Zyrtec,7.08,40
High Blood Pressure,Hyzaar,7.07,14
"Diabetes, Type 2",Insulin detemir,7.07,14
"COPD, Maintenance",Fluticasone / salmeterol,7.07,14
Major Depressive Disorde,Bupropion,7.07,114
"Breast Cancer, Metastatic",Ibrance,7.07,15
Overactive Bladde,Trospium,7.06,16
Anxiety,Pristiq,7.06,65
Birth Control,Levonorgestrel,7.06,2129
Major Depressive Disorde,Duloxetine,7.06,33
"Diabetes, Type 2",Bydureon,7.06,136
Major Depressive Disorde,Wellbutrin XL,7.06,36
Bipolar Disorde,Saphris,7.05,132
Bacterial Vaginitis,Metronidazole,7.05,401
Insomnia,Ambien CR,7.04,45
Pulmonary Embolism,Rivaroxaban,7.04,27
Asthma,Singulair,7.03,30
Epilepsy,Carbamazepine,7.02,40
Anxiety,Bupropion,7.02,55
Acne,Drospirenone / ethinyl estradiol,7.02,199
"Onychomycosis, Toenail",Terbinafine,7.01,141
Keratosis,Imiquimod,7.0,29
Upper Respiratory Tract Infection,Amoxicillin / clavulanate,7.0,18
Benign Essential Trem,Gabapentin,7.0,8
Expectoration,Mucomyst,7.0,3
Benign Prostatic Hyperplasia,Hytrin,7.0,9
Irritable Bowel Syndrome,Doxepin,7.0,3
Urinary Incontinence,OnabotulinumtoxinA,7.0,3
Erosive Esophagitis,Protonix,7.0,3
High Blood Pressure,Terazosin,7.0,5
Ischemic Stroke,Clopidogrel,7.0,7
Obsessive Compulsive Disorde,Aripiprazole,7.0,11
Depression,Seroquel,7.0,19
Paranoid Disorde,Quetiapine,7.0,9
Asthma,Alvesco,7.0,4
Birth Control,Loestrin Fe 1 / 20,7.0,4
lic Acid Deficiency,Deplin,7.0,3
Cough and Nasal Congestion,Dextromethorphan / guaifenesin / phenylephrine,7.0,3
emale Infertility,Metformin,7.0,4
"Hypothyroidism, After Thyroid Removal",Armour Thyroid,7.0,12
atigue,Dextroamphetamine,7.0,4
Streptococcal Infection,Levaquin,7.0,4
Herpes Simplex Dendritic Keratitis,Ganciclovir,7.0,3
Reversal of Opioid Sedation,Naloxone,7.0,3
Restless Legs Syndrome,Ultram,7.0,5
Macular Degeneration,Eylea,7.0,4
Not Listed / Othe,Levothyroxine,7.0,3
Not Listed / Othe,Levonorgestrel,7.0,5
Not Listed / Othe,Hydroxyzine,7.0,3
Postmenopausal Symptoms,Duavee,7.0,3
Postmenopausal Symptoms,Prempro,7.0,8
"High Cholesterol, Familial Heterozygous",Crestor,7.0,3
Irritable Bowel Syndrome,Questran,7.0,3
Ankylosing Spondylitis,Infliximab,7.0,6
"Conjunctivitis, Bacterial",TobraDex,7.0,3
Bipolar Disorde,Clonidine,7.0,5
Cough,Tylenol with Codeine #3,7.0,4
Premature Ventricular Depolarizations,Metoprolol,7.0,5
GERD,Aluminum hydroxide / magnesium trisilicate,7.0,3
High Cholesterol,Gemfibrozil,7.0,11
Not Listed / Othe,Temazepam,7.0,4
Not Listed / Othe,Bupropion,7.0,4
Endometriosis,Microgestin 1 / 20,7.0,4
Trichotillomania,Naltrexone,7.0,3
Skin Rash,Prednisone,7.0,9
Major Depressive Disorde,Trazodone,7.0,12
Seizures,Valproic acid,7.0,3
Light Sedation,Librium,7.0,3
Ankylosing Spondylitis,Remicade,7.0,7
Bladder Infection,Fosfomycin,7.0,9
Bladder Infection,Monurol,7.0,3
Postherpetic Neuralgia,Lyrica,7.0,10
Histoplasmosis,Itraconazole,7.0,3
Back Pain,Indomethacin,7.0,3
Postmenopausal Symptoms,Climara,7.0,9
Premenstrual Dysphoric Disorde,Gianvi,7.0,13
Light Sedation,Chlordiazepoxide,7.0,3
Prevention of Thromboembolism in Atrial Fibrillation,Eliquis,7.0,22
Prevention of Thromboembolism in Atrial Fibrillation,Warfarin,7.0,3
"Nausea/Vomiting, Postoperative",Zofran,7.0,3
Angina,Metoprolol,7.0,5
Clostridial Infection,Vancomycin,7.0,4
Condylomata Acuminata,Condylox,7.0,5
Neuralgia,Methylprednisolone,7.0,3
Neuralgia,Levetiracetam,7.0,6
Birth Control,Beyaz,7.0,59
Angina Pectoris Prophylaxis,Diltiazem,7.0,3
Malaria,Malarone,7.0,3
Primary Ovarian Failure,Vivelle-Dot,7.0,3
Prostate Cance,Eligard,7.0,4
Nausea/Vomiting,Ativan,7.0,8
Nausea/Vomiting,Diphenhydramine,7.0,12
Nausea/Vomiting,Trimethobenzamide,7.0,3
Cold Symptoms,Tussionex Pennkinetic,7.0,7
Cluster Headaches,Zanaflex,7.0,4
Peripheral Neuropathy,Cymbalta,7.0,11
Overactive Bladde,Gelnique,7.0,3
Plaque Psoriasis,Betamethasone / calcipotriene,7.0,4
Otitis Media,Omnicef,7.0,11
Interstitial Cystitis,Pyridium,7.0,6
Bipolar Disorde,Risperdal,7.0,41
Iron Deficiency Anemia,Venofer,7.0,3
Endometriosis,Alesse,7.0,3
Endometriosis,Cryselle,7.0,4
Osteolytic Bone Metastases of Solid Tumors,Zoledronic acid,7.0,6
Acne,Yaz,7.0,73
Major Depressive Disorde,Escitalopram,7.0,47
Generalized Anxiety Disorde,Seroquel XR,7.0,5
Light Sedation,Thorazine,7.0,3
